,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,sales_2007,sales_per_capita_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019,metro_2013_1.0,metro_2013_Unknown,smoking_ban_2010_comprehensive,smoking_ban_2010_none,smoking_ban_2010_partial,state
1876,Schuyler County,19224.0,18343,18399.0,18483.0,18374.0,18170.0,18020.0,17998.0,18000.0,4.8,4.9,21.2,17.0,19.4,45.7,50.3,97.1,0.9,0.68,0.3,0.06,0.3,0.25,0.0,0.08,1.3,0.65,1.3,1.76,96.2,95.25,96.5,88.1,2.2,3.7,6.2,87.4,90.0,89.7,29.3,29.2,17.4,20.8,22.1,1751,10.4,25.1,24.8,72.2,83.3,9455,79.1,8.5,86700,7482,7444.0,2.41,2.39,22123,25252.3,47404,48109.0,47810.0,354,3637,17.4,1175.0,179850.0,9504.0,40,130785.0,328.33,55.9,8.3,15.0,15.3,33.3,19.9,9965.0,9468.0,497.0,4.99,10157.0,9568.0,589.0,5.8,10054.0,9215.0,839.0,8.34,9042.0,8220.0,822.0,9.09,9008.0,8212.0,796.0,8.84,9032.0,8184.0,848.0,9.39,8880.0,8099.0,781.0,8.8,8643.0,8037.0,606.0,7.01,8399.0,7845.0,554.0,6.6,8331.0,7830.0,501.0,6.01,6.9,3.3,0.7,8291.0,7804.0,487.0,5.87,80.7,20.8,2.5,5.0,0.7,2.9,23.5,1.0,1.9,78.8,78.1,69.4,7324,0.5,0.6,0.0,2.2,1.2,24.8,16.0,75.2,90.4,65240,46.4,52327,25365,36071,0.1,0.2,0.0,27678,2.42,17920,1.5,5.7,5.5,0.1,5.5,0.3,10.6,96.5,95.0,0,0,1,0,0,New York
1877,Seneca County,33342.0,35251,35318.0,35347.0,35236.0,34890.0,34811.0,34781.0,34498.0,5.6,5.4,21.3,15.5,17.7,42.2,47.6,92.5,4.6,2.46,0.3,0.17,0.7,0.36,0.0,0.27,1.3,0.91,2.7,3.27,90.8,89.35,93.4,84.6,2.1,6.4,9.4,83.7,85.5,85.9,29.9,30.1,18.1,20.0,20.5,3144,9.2,21.7,22.3,75.4,85.5,16043,77.4,14.2,88900,13118,13536.0,2.44,2.34,21818,28671.79,46707,48998.0,51601.0,702,8000,3.7,1671.0,426239.0,12435.0,68,223204.0,323.71,108.9,13.9,13.5,11.8,21.7,13.9,16993.0,16237.0,756.0,4.45,17185.0,16237.0,948.0,5.52,17207.0,15903.0,1304.0,7.58,16423.0,15078.0,1345.0,8.19,16104.0,14829.0,1275.0,7.92,16242.0,14946.0,1296.0,7.98,15922.0,14817.0,1105.0,6.94,15584.0,14708.0,876.0,5.62,15812.0,15000.0,812.0,5.14,15591.0,14849.0,742.0,4.76,9.7,12.1,2.3,16266.0,15518.0,748.0,4.6,80.0,18.6,2.2,5.4,0.8,2.83,21.1,5.1,3.5,79.6,74.9,70.6,13564,1.0,1.3,0.1,5.1,2.1,26.1,12.2,73.9,84.8,71496,42.1,54545,29451,37421,0.4,0.9,0.0,28245,2.31,34390,1.6,3.3,8.3,1.2,12.3,13.9,8.6,91.2,89.0,0,0,1,0,0,New York
1878,Steuben County,98726.0,98990,99156.0,98948.0,98881.0,98208.0,97495.0,96830.0,96281.0,5.9,5.7,23.4,15.9,17.9,42.4,50.4,95.3,1.6,0.82,0.2,0.07,1.2,0.75,0.01,0.16,1.4,0.73,1.4,1.59,94.4,93.81,94.9,87.0,2.4,4.2,7.2,87.5,89.6,89.9,30.0,30.2,19.9,22.3,22.6,10344,11.3,21.5,21.7,71.6,83.0,48875,72.9,17.6,83000,40558,40351.0,2.4,2.37,23279,28089.87,43867,50190.0,50157.0,1838,27992,-14.6,5222.0,1076914.0,11168.0,104,893551.0,1390.56,71.2,13.5,13.2,14.5,26.9,20.7,44734.0,42386.0,2348.0,5.25,45922.0,43132.0,2790.0,6.08,46013.0,41573.0,4440.0,9.65,47303.0,42780.0,4523.0,9.56,46123.0,41919.0,4204.0,9.11,45823.0,41544.0,4279.0,9.34,45687.0,41830.0,3857.0,8.44,44285.0,41237.0,3048.0,6.88,43956.0,41194.0,2762.0,6.28,43446.0,40919.0,2527.0,5.82,7.2,7.3,0.1,43104.0,40603.0,2501.0,5.8,78.3,18.9,2.2,5.5,1.5,2.93,23.6,1.7,1.6,78.2,74.4,68.5,39861,1.3,0.8,0.3,2.9,1.3,27.3,13.5,72.7,90.5,71516,42.9,53663,28431,36838,0.1,0.5,0.0,29886,2.37,96422,1.5,6.1,5.5,0.2,5.4,7.9,10.6,94.7,93.6,0,0,1,0,0,New York
1879,Suffolk County,1419369.0,1493350,1500074.0,1499272.0,1501103.0,1500638.0,1498947.0,1494334.0,1492953.0,5.8,5.4,24.0,13.5,15.6,41.0,50.8,80.8,7.4,3.91,0.4,0.12,3.4,1.94,0.02,2.53,2.4,1.25,16.5,18.63,71.6,68.49,77.3,92.2,14.0,19.8,4.2,89.4,90.1,90.1,26.8,26.8,31.9,34.4,35.0,93310,5.7,30.2,32.0,85.7,90.9,569985,81.4,14.3,424200,495289,489328.0,2.93,3.0,35755,39372.0,84506,92310.0,92838.0,47573,550192,5.2,114492.0,23319943.0,15426.0,971,11772018.0,912.05,1637.4,5.7,7.6,7.2,10.5,9.1,787940.0,757541.0,30399.0,3.86,799996.0,759899.0,40097.0,5.01,791881.0,734271.0,57610.0,7.28,777863.0,717598.0,60265.0,7.75,770533.0,711930.0,58603.0,7.61,779400.0,718733.0,60667.0,7.78,781627.0,730042.0,51585.0,6.6,769481.0,728090.0,41391.0,5.38,780621.0,743913.0,36708.0,4.7,779202.0,745241.0,33961.0,4.36,6.5,2.7,0.4,782689.0,747145.0,35544.0,4.54,78.6,16.5,2.2,5.4,3.9,3.5,36.3,7.8,19.3,88.4,86.4,81.3,489301,2.1,3.2,0.8,7.3,12.8,19.4,0.9,80.6,90.6,129192,41.5,101031,41227,53210,0.3,5.0,0.0,44465,2.97,1483832,2.3,4.0,4.7,0.5,2.2,1.9,5.2,80.7,67.6,1,0,1,0,0,New York
1880,Sullivan County,73966.0,77547,77109.0,77015.0,77073.0,75852.0,75136.0,75370.0,75485.0,6.0,5.6,22.7,14.8,17.5,42.6,48.9,82.0,9.1,4.32,0.5,0.13,1.4,0.82,0.0,2.23,2.9,1.77,13.6,15.43,74.5,72.46,85.5,86.9,9.1,14.3,4.7,83.9,86.3,86.4,30.5,29.8,20.3,22.4,23.4,5945,8.1,27.1,30.6,76.0,82.9,49186,67.5,17.4,186900,29722,27679.0,2.44,2.59,23422,28012.36,48103,49016.0,53877.0,1995,17709,-5.1,5533.0,815240.0,10670.0,244,700008.0,968.13,80.1,16.6,16.9,15.9,26.1,22.7,35227.0,33391.0,1836.0,5.21,35661.0,33339.0,2322.0,6.51,35381.0,32309.0,3072.0,8.68,36475.0,33226.0,3249.0,8.91,35480.0,32335.0,3145.0,8.86,35311.0,32093.0,3218.0,9.11,34588.0,31778.0,2810.0,8.12,33423.0,31229.0,2194.0,6.56,33904.0,32077.0,1827.0,5.39,34260.0,32623.0,1637.0,4.78,7.7,1.9,0.2,34590.0,32885.0,1705.0,4.93,78.8,18.5,1.5,5.7,1.7,3.21,24.8,8.0,16.0,80.2,74.6,70.5,28184,0.8,3.7,0.4,5.7,9.7,31.7,10.3,68.3,86.7,77197,42.8,57426,29887,38922,0.3,5.7,0.0,30446,2.53,75116,4.6,6.6,5.6,0.5,2.3,3.2,7.5,79.8,71.5,0,0,0,1,0,New York
1881,Tioga County,51784.0,51125,50872.0,50281.0,50111.0,49820.0,49323.0,48778.0,48578.0,5.8,5.2,23.4,15.7,18.5,44.0,50.4,96.9,0.7,0.3,0.2,0.02,0.7,0.4,0.01,0.13,1.1,0.8,1.4,1.78,96.0,95.3,97.1,89.5,1.7,3.1,6.7,89.1,90.3,90.0,30.0,29.7,22.7,25.0,24.7,4974,10.4,24.0,23.0,77.1,84.9,22203,80.0,13.5,98200,20402,19996.0,2.5,2.44,24596,30064.34,51948,55643.0,57153.0,796,12973,55.5,2728.0,302210.0,5996.0,48,1583160.0,518.6,98.6,9.6,12.7,11.2,18.4,14.8,26179.0,24952.0,1227.0,4.69,26367.0,24973.0,1394.0,5.29,26244.0,24124.0,2120.0,8.08,26568.0,24448.0,2120.0,7.98,25818.0,23832.0,1986.0,7.69,25466.0,23457.0,2009.0,7.89,24972.0,23194.0,1778.0,7.12,23884.0,22428.0,1456.0,6.1,23517.0,22216.0,1301.0,5.53,23168.0,21980.0,1188.0,5.13,5.7,3.6,0.0,22978.0,21788.0,1190.0,5.18,78.9,19.7,2.3,5.1,0.8,2.9,26.0,0.7,1.9,83.3,80.2,69.9,20030,0.7,0.3,0.1,1.5,1.4,23.1,15.0,76.9,91.2,76774,44.5,62999,31430,40903,0.2,0.5,0.0,31822,2.4,48686,1.5,5.8,4.2,0.1,1.9,1.7,9.3,96.3,95.0,1,0,0,0,1,New York
1882,Tompkins County,96501.0,101564,101987.0,103067.0,104143.0,104286.0,104283.0,104561.0,104802.0,4.3,4.2,16.4,10.8,12.7,30.4,50.7,82.6,4.0,2.0,0.4,0.12,8.6,5.17,0.01,0.56,3.2,1.94,4.2,4.81,80.2,77.33,86.2,72.1,12.5,16.0,4.0,92.4,94.5,94.5,23.0,22.0,49.7,51.6,52.6,5160,4.8,18.4,18.6,82.9,91.7,41674,55.0,38.3,162100,38446,38986.0,2.27,2.33,25737,33084.12,48655,55778.0,56200.0,2297,45542,9.0,6702.0,1018298.0,10141.0,153,948613.0,474.65,214.0,18.8,18.5,20.4,21.6,16.0,55351.0,53485.0,1866.0,3.37,56222.0,53896.0,2326.0,4.14,56661.0,53344.0,3317.0,5.85,54767.0,51397.0,3370.0,6.15,54190.0,50910.0,3280.0,6.05,55074.0,51699.0,3375.0,6.13,55924.0,53012.0,2912.0,5.21,55000.0,52589.0,2411.0,4.38,50714.0,48486.0,2228.0,4.39,50697.0,48590.0,2107.0,4.16,5.0,3.3,0.0,50395.0,48184.0,2211.0,4.39,85.1,13.9,1.9,4.0,9.7,2.79,53.5,3.8,5.2,85.3,86.4,81.2,39618,8.7,2.6,0.6,5.9,3.3,45.1,7.0,54.9,94.4,83950,31.1,60240,27572,41957,0.2,1.6,0.1,33075,2.25,102642,4.4,3.5,3.4,0.2,2.0,1.1,4.5,80.2,77.1,1,0,1,0,0,New York
1883,Ulster County,177749.0,182493,182516.0,181689.0,180965.0,180763.0,179952.0,179546.0,179417.0,4.9,4.5,20.2,14.8,18.0,43.6,50.2,86.7,6.0,2.86,0.3,0.09,1.7,1.07,0.03,1.24,2.8,1.95,8.7,9.83,81.7,79.82,88.9,86.2,7.1,11.6,4.5,87.5,90.1,90.7,28.6,28.9,29.5,31.0,31.4,13398,6.4,26.7,28.2,81.8,88.2,83638,69.6,21.7,242100,70691,69662.0,2.42,2.42,28954,33369.42,57584,61421.0,61652.0,4682,45021,-1.5,15039.0,2241099.0,12346.0,334,1237005.0,1124.24,162.3,11.3,13.9,13.2,19.3,15.3,90485.0,86555.0,3930.0,4.34,90715.0,85770.0,4945.0,5.45,89944.0,83014.0,6930.0,7.7,93606.0,86310.0,7296.0,7.79,91289.0,84123.0,7166.0,7.85,91045.0,83508.0,7537.0,8.28,90350.0,83899.0,6451.0,7.14,88385.0,83349.0,5036.0,5.7,88848.0,84584.0,4264.0,4.8,88746.0,84824.0,3922.0,4.42,6.9,3.1,0.3,88895.0,84798.0,4097.0,4.61,82.1,19.2,2.3,4.4,1.9,3.01,32.5,6.0,10.2,86.1,81.4,76.0,69320,1.2,2.0,0.5,4.8,5.3,31.7,6.0,68.3,90.7,86500,44.0,64304,31547,40830,0.2,3.1,0.1,34834,2.41,178665,4.2,4.7,5.4,0.4,2.0,2.9,6.0,84.5,79.1,1,0,1,0,0,New York
1884,Warren County,63303.0,65707,65735.0,65425.0,65106.0,64901.0,64448.0,64519.0,64532.0,4.9,4.5,20.6,17.1,20.3,46.2,51.2,96.5,0.9,0.59,0.2,0.12,0.7,0.5,0.03,0.13,1.4,0.63,1.8,2.36,95.2,94.17,94.8,87.1,2.9,4.8,3.5,89.6,91.1,91.7,29.3,29.6,27.3,28.4,29.3,6172,9.5,21.1,22.8,81.0,87.4,38726,68.5,22.1,183000,28533,27249.0,2.25,2.34,27744,32801.71,51619,55769.0,60222.0,2371,31537,-10.2,4689.0,1382215.0,21005.0,151,497215.0,866.95,75.8,10.0,11.7,9.9,18.6,12.3,36324.0,34706.0,1618.0,4.45,36689.0,34624.0,2065.0,5.63,36435.0,33557.0,2878.0,7.9,34154.0,31082.0,3072.0,8.99,33619.0,30619.0,3000.0,8.92,33761.0,30660.0,3101.0,9.19,33147.0,30437.0,2710.0,8.18,32440.0,30305.0,2135.0,6.58,32441.0,30647.0,1794.0,5.53,32198.0,30508.0,1690.0,5.25,5.9,2.5,0.0,32188.0,30476.0,1712.0,5.32,81.6,21.6,2.9,4.3,1.0,2.87,31.3,1.3,2.6,83.1,79.1,71.4,28015,0.6,0.5,0.1,3.6,1.7,29.3,5.0,70.7,91.9,80032,46.8,61024,32238,40659,0.3,0.3,0.1,35271,2.26,64276,1.5,3.9,3.9,0.0,2.1,1.3,9.4,95.6,93.8,1,0,0,1,0,New York
1885,Washington County,61042.0,63216,63068.0,62980.0,62756.0,62478.0,62253.0,61806.0,61620.0,5.3,4.9,21.1,15.4,17.7,43.6,48.2,94.6,3.0,1.68,0.2,0.1,0.4,0.27,0.0,0.33,1.1,0.73,2.3,2.61,93.3,92.56,96.7,85.1,1.8,4.3,4.5,85.9,88.5,88.4,28.7,29.4,16.8,20.2,19.8,6327,9.5,26.6,26.2,73.6,83.7,28844,74.0,17.3,137000,24603,23988.0,2.41,2.46,22347,26747.15,48327,51052.0,52527.0,1082,9498,-6.1,3677.0,485551.0,7759.0,128,411062.0,831.18,76.1,11.5,11.1,12.8,17.1,16.0,32403.0,31060.0,1343.0,4.14,32850.0,31099.0,1751.0,5.33,32510.0,30092.0,2418.0,7.44,30233.0,27741.0,2492.0,8.24,29721.0,27318.0,2403.0,8.09,29899.0,27426.0,2473.0,8.27,29415.0,27222.0,2193.0,7.46,28691.0,26946.0,1745.0,6.08,28818.0,27373.0,1445.0,5.01,28534.0,27205.0,1329.0,4.66,7.0,4.0,0.1,28504.0,27166.0,1338.0,4.69,81.0,18.9,2.3,4.7,0.6,2.92,20.5,3.2,2.7,79.7,74.1,71.6,24014,0.5,0.1,0.1,2.4,1.9,26.0,6.5,74.0,87.9,71225,44.2,57258,29231,36380,0.3,0.8,0.0,28530,2.43,61616,1.4,4.6,5.5,0.3,4.3,1.5,8.5,93.6,92.3,1,0,0,1,0,New York
1886,Wayne County,93765.0,93772,93263.0,93062.0,92399.0,91856.0,91359.0,90924.0,90670.0,5.9,5.5,23.8,14.3,17.2,43.6,50.4,92.9,3.1,1.49,0.3,0.1,0.5,0.34,0.04,0.49,1.9,1.01,3.7,4.21,91.0,90.25,94.9,86.9,2.7,5.7,5.3,86.7,90.00000000000001,89.6,32.7,32.5,21.5,21.2,21.7,7594,8.8,24.4,24.9,73.0,83.8,41057,76.3,17.9,107400,36619,36578.0,2.5,2.45,24092,27343.27,52562,58521.0,53693.0,1728,19395,-8.0,4877.0,816657.0,8922.0,135,677681.0,603.83,155.3,11.1,10.4,11.7,20.4,16.1,47564.0,45317.0,2247.0,4.72,48189.0,45369.0,2820.0,5.85,47691.0,43725.0,3966.0,8.32,47429.0,43227.0,4202.0,8.86,46445.0,42533.0,3912.0,8.42,46529.0,42536.0,3993.0,8.58,45964.0,42482.0,3482.0,7.58,44604.0,41851.0,2753.0,6.17,44542.0,42174.0,2368.0,5.32,44282.0,42077.0,2205.0,4.98,5.9,4.5,0.2,44024.0,41803.0,2221.0,5.04,78.5,18.4,2.1,5.5,0.8,2.9,22.6,2.8,4.4,80.7,76.3,72.7,36720,0.7,0.9,0.1,2.5,3.4,23.6,7.6,76.4,89.2,75590,43.8,59449,30575,37654,0.2,1.1,0.1,31043,2.42,90519,2.1,4.6,4.2,0.4,4.1,3.2,8.9,92.9,89.9,1,0,0,1,0,New York
1887,Westchester County,923459.0,949113,957693.0,962190.0,968910.0,972742.0,976103.0,978604.0,980244.0,6.0,5.7,24.0,14.7,16.0,40.6,51.9,68.1,14.6,7.31,0.4,0.21,5.4,2.95,0.01,5.34,3.2,1.48,21.8,24.0,57.4,54.36,66.7,89.4,24.3,31.1,4.7,87.4,87.6,87.6,20.6,20.3,44.5,47.3,47.7,45845,4.0,31.7,34.1,83.4,90.0,370821,62.7,49.4,556900,345795,345885.0,2.64,2.74,47814,52300.73,79619,89380.0,89968.0,31590,372772,-5.1,84576.0,14205055.0,15007.0,357,6984046.0,430.5,2204.7,8.2,10.0,9.4,11.9,11.4,489581.0,471440.0,18141.0,3.71,495831.0,472088.0,23743.0,4.79,487641.0,453096.0,34545.0,7.08,478676.0,443476.0,35200.0,7.35,473504.0,440021.0,33483.0,7.07,477481.0,442827.0,34654.0,7.26,477670.0,447795.0,29875.0,6.25,472758.0,448482.0,24276.0,5.13,481220.0,459373.0,21847.0,4.54,480991.0,460382.0,20609.0,4.28,7.8,2.6,0.5,484107.0,462054.0,22053.0,4.56,77.8,16.7,2.7,5.6,6.0,3.3,48.9,14.9,24.7,86.2,82.2,82.3,349292,4.1,7.6,1.9,10.5,19.5,38.6,0.2,61.4,88.1,154513,40.9,96610,42615,56826,0.4,11.4,0.0,57049,2.7,968890,3.1,5.0,5.8,0.7,2.1,1.3,3.7,64.3,53.5,1,0,1,0,0,New York
1888,Wyoming County,43424.0,42155,41854.0,41714.0,41380.0,41160.0,40957.0,40439.0,40493.0,5.0,5.1,20.6,13.6,16.1,41.8,45.6,91.6,5.6,2.59,0.3,0.2,0.4,0.18,0.0,0.38,0.9,0.71,3.0,3.27,90.2,89.85,95.9,86.8,2.4,5.7,6.4,85.5,88.1,88.3,31.9,31.6,14.8,15.0,15.4,3511,8.4,24.2,24.7,73.1,83.8,17970,76.3,15.4,97300,15453,15686.0,2.45,2.39,20605,27489.12,50075,56089.0,55459.0,785,8670,-2.4,2050.0,337990.0,8078.0,28,293473.0,592.75,71.1,10.9,10.0,11.4,17.5,16.8,21424.0,20375.0,1049.0,4.9,21392.0,20062.0,1330.0,6.22,21030.0,19147.0,1883.0,8.95,19457.0,17616.0,1841.0,9.46,18881.0,17232.0,1649.0,8.73,18902.0,17229.0,1673.0,8.85,18818.0,17327.0,1491.0,7.92,18435.0,17234.0,1201.0,6.51,18483.0,17443.0,1040.0,5.63,18226.0,17255.0,971.0,5.33,4.9,3.5,0.0,18086.0,17057.0,1029.0,5.69,80.1,17.4,1.8,5.2,0.4,2.84,17.7,4.1,3.3,77.3,74.3,69.0,15917,0.6,0.5,0.0,1.4,2.3,23.1,6.9,76.9,89.9,69563,42.2,58052,31415,38232,0.5,1.4,0.0,27947,2.37,40305,2.0,4.8,4.2,0.1,2.8,4.8,7.9,91.5,89.9,0,0,0,0,1,New York
1889,Yates County,24621.0,25348,25451.0,25338.0,25224.0,25150.0,25065.0,25022.0,24955.0,6.2,6.0,24.5,16.6,19.0,41.7,51.6,97.2,0.8,0.55,0.1,0.09,0.4,0.33,0.0,0.28,1.1,0.59,1.7,2.16,96.1,94.9,85.8,88.3,1.8,11.3,4.8,83.9,85.2,86.1,27.9,27.8,22.1,23.2,23.9,2057,8.3,22.0,22.5,69.6,79.3,13491,78.2,11.3,114200,9544,9338.0,2.48,2.55,23255,27439.22,46822,48820.0,51758.0,534,5090,-5.9,1775.0,178857.0,7290.0,44,173518.0,338.14,75.0,14.7,14.1,13.1,18.2,18.1,13055.0,12508.0,547.0,4.19,13242.0,12594.0,648.0,4.89,13233.0,12341.0,892.0,6.74,12230.0,11327.0,903.0,7.38,12086.0,11181.0,905.0,7.49,12090.0,11147.0,943.0,7.8,11977.0,11158.0,819.0,6.84,11744.0,11080.0,664.0,5.65,11810.0,11222.0,588.0,4.98,11794.0,11274.0,520.0,4.41,19.6,35.5,0.3,11702.0,11179.0,523.0,4.47,77.8,20.1,2.2,6.0,0.7,3.32,25.2,1.0,2.2,75.4,73.1,65.3,8919,0.5,1.6,0.0,8.3,1.2,20.0,8.3,80.0,86.4,74877,41.0,56563,26361,35210,0.2,0.4,0.0,28270,2.66,25011,1.2,4.3,17.6,0.9,33.8,42.8,7.2,96.4,94.7,1,0,1,0,0,New York
1890,Alamance County,130800.0,151131,152857.0,153471.0,154417.0,155698.0,157389.0,159325.0,162391.0,6.3,5.8,23.5,14.6,16.2,39.7,52.4,71.1,18.8,9.49,0.7,0.17,1.2,0.75,0.02,3.04,2.1,1.28,11.0,12.32,67.3,64.97,87.3,82.9,7.5,11.4,4.3,81.4,84.80000000000003,84.9,34.5,34.1,21.4,22.1,22.9,11414,7.6,22.0,23.6,73.5,85.2,66576,68.1,17.1,137100,59000,63035.0,2.43,2.43,22819,25374.9,44167,46060.0,44281.0,3212,49711,-17.1,8273.0,1968813.0,13595.0,847,925521.0,423.94,356.5,16.3,16.1,17.6,28.2,25.8,69983.0,66446.0,3537.0,5.05,71184.0,66652.0,4532.0,6.37,71389.0,63057.0,8332.0,11.67,76806.0,68451.0,8355.0,10.88,77265.0,69803.0,7462.0,9.66,78000.0,71344.0,6656.0,8.53,77241.0,71636.0,5605.0,7.26,76827.0,72461.0,4366.0,5.68,77289.0,73147.0,4142.0,5.36,78862.0,75124.0,3738.0,4.74,12.9,4.7,1.0,79767.0,76334.0,3433.0,4.3,77.6,16.6,2.1,5.8,1.6,3.04,24.8,19.5,12.6,77.6,72.4,78.7,64439,1.1,2.5,0.3,1.3,8.3,34.8,11.4,65.2,86.3,67667,39.1,49688,27734,35868,0.4,6.2,0.0,27312,2.46,163324,2.4,4.7,11.2,0.7,4.9,4.8,7.2,69.8,64.1,1,0,0,1,0,North Carolina
1891,Alexander County,33603.0,37198,37039.0,36940.0,37091.0,37092.0,37058.0,37270.0,37286.0,5.9,4.7,22.7,15.1,18.8,42.8,49.4,89.6,5.5,2.94,0.3,0.11,1.0,0.58,0.04,1.73,1.4,0.6,4.3,4.61,87.8,87.02,94.7,90.9,3.2,4.6,4.3,75.7,80.5,81.9,27.6,28.2,11.8,13.3,13.9,2613,7.4,24.5,25.6,66.8,76.4,16189,79.9,2.2,119400,13419,13744.0,2.73,2.61,20716,22385.82,40014,46385.0,44523.0,603,7259,-17.0,2213.0,216769.0,5957.0,47,189580.0,259.99,143.1,15.0,15.0,14.7,17.2,23.6,18206.0,17254.0,952.0,5.23,18214.0,16947.0,1267.0,6.96,18177.0,15656.0,2521.0,13.87,18260.0,15877.0,2383.0,13.05,17893.0,15875.0,2018.0,11.28,17674.0,15981.0,1693.0,9.58,17479.0,16120.0,1359.0,7.78,17470.0,16487.0,983.0,5.63,17539.0,16675.0,864.0,4.93,17815.0,17058.0,757.0,4.25,11.0,2.6,0.0,18159.0,17492.0,667.0,3.67,79.7,19.5,2.3,5.0,1.0,2.98,14.2,5.8,4.7,74.0,68.7,71.5,14169,0.6,0.9,0.0,1.6,3.9,24.3,28.8,75.7,82.4,68416,43.7,48756,25797,32317,0.4,3.7,0.0,26688,2.53,37213,1.4,4.0,8.9,0.0,4.5,6.5,6.9,87.7,86.8,1,0,0,1,0,North Carolina
1892,Alleghany County,10677.0,11155,11025.0,10956.0,10920.0,10911.0,10869.0,10945.0,11031.0,5.2,4.9,20.0,20.7,25.0,49.2,50.4,92.2,1.3,1.22,0.2,0.95,0.5,0.1,0.01,1.44,1.1,0.37,9.0,9.45,88.4,87.33,92.9,92.9,8.9,10.2,4.1,71.4,81.0,78.9,30.1,29.3,16.1,18.6,18.7,921,9.1,24.6,25.0,68.6,77.4,8094,74.0,6.2,133100,4971,4742.0,2.06,2.27,18919,21280.18,30845,35965.0,38944.0,280,2268,-31.6,861.0,73665.0,6719.0,39,102249.0,235.06,47.5,26.2,20.6,21.0,54.9,34.7,4898.0,4645.0,253.0,5.17,4549.0,4211.0,338.0,7.43,4667.0,4114.0,553.0,11.85,4748.0,4179.0,569.0,11.98,4630.0,4064.0,566.0,12.22,4604.0,4123.0,481.0,10.45,4418.0,4030.0,388.0,8.78,4393.0,4092.0,301.0,6.85,4466.0,4192.0,274.0,6.14,4421.0,4178.0,243.0,5.5,14.2,5.9,1.0,4324.0,4101.0,223.0,5.16,82.6,26.5,2.6,4.1,0.5,2.62,17.3,2.4,9.7,76.4,66.5,66.7,4920,0.5,2.4,0.0,0.2,7.1,23.7,20.0,76.3,77.5,51814,50.1,37830,20795,25423,0.4,0.8,0.0,23267,2.21,11008,0.5,3.6,11.3,0.6,0.9,2.2,9.4,95.4,86.9,0,0,0,1,0,North Carolina
